Organism,Pathway,Num_Parameters,Mean_Error_%,Median_Error_%,Std_Error_%,Min_Error_%,Max_Error_%,Runtime_Minutes,Runtime_Hours
Arabidopsis,GLYCOLYSIS,22,142.70493648933927,10.553042722846431,529.7706796906093,2.202012107060221,2562.1238613747632,184.37631993293763,3.0729386655489606
Arabidopsis,TCA,16,32.4989596072959,21.74485957756972,32.425616188906424,1.126815228200107,120.0017181485795,97.50959170659384,1.625159861776564
