Organism,Pathway,Num_Parameters,Mean_Error_%,Median_Error_%,Std_Error_%,Min_Error_%,Max_Error_%,Runtime_Minutes,Runtime_Hours
E. coli,GLYCOLYSIS,22,9.16327134439753,6.302721241394628,7.8211756209200685,0.9490839673145988,30.61688113524924,194.03928788105648,3.2339881313509413
E. coli,TCA,16,26.24720652563218,14.861204436954282,33.08411014769161,1.1526728476003962,120.24379468918033,107.24339718023936,1.7873899530039894
